Sentence,Words,POS,Tag
, Arbaminccen ,NN,I-LOC
,gide ,AJ,O
,zoonen ,NZ,I-LOC
,diza ,VV,O
,katamatan ,NP,O
,go7ettana ,NP,O
,mala,NC,O
, kaalliza ,NN,O
,loohiso ,NN,O
,immo ,NN,O
,bolla ,NN,O
,dizayssa ,NN,O
,Zoonen ,AJ,I-LOC
,turizimenne ,NZ,O
,parkketa ,VV,O
,limaatene ,VV,O
,go7a ayfe ,NN,O
,ootho ,NN,O
,kaaleththizayti ,AJ,O
,daanna ,NZ,I-PER
,Kambbo ,VV,I-PER
,Deeroko,NP,O
,. ,PUN,O
Sentence,Daanna ,NC,B-PER
,Kambboy ,NN,I-PER
,qonccissida,NN,O
, mala ,NN,O
,eqotati ,PU,O
,eesonne ,PU,O
,pilata ,NN,O
,go7a,NN,O
, go7ettizaytas,AJ,O
, imon ,NZ,O
,go7ettanaas ,VV,O
,danda7idayssanne,VV,O
, dumma ,NN,O
,dumma,NN,O
, hiillatan ,AJ,O
,maadanayssa ,NZ,O
,gonccissida ,VV,O
,gishe ,NP,O
,oda ,NP,O
,gathhiday ,NC,O
,Temesgenu ,NN,I-PER
,Geressuko,NN,I-PER
,.,PUN,O
Sentence, Aadhdhida ,PU,O
,baajete ,NN,O
,laythan,NN,O
, xetu,NN,O
,maabarati ,AJ,O
,detha ,NZ,O
,didicha ,VV,O
,yuusho ,VV,O
,ooththidayssa ,NN,O
,Arbamincce ,NN,I-LOC
,katama ,AJ,I-LOC
,tal7e,NZ,O
, industure,VV,I-ORG
, keethay ,NP,O
,qonccissida,NP,O
,. ,PUN,O
Sentence,Daramaalo(LOC) ,NN,B-LOC
,worada(LOC) ,NN,I-LOC
,poolise,NN,O
, oge ,NN,O
,transportte ,NN,O
,xiffate(ORG) ,AJ,I-ORG
,keethara(ORG) ,NZ,I-ORG
,issipe ,VV,O
,woradan ,VV,O
,nam'u ,NN,O
,toho ,NN,O
,mooire ,AJ,O
,saykile,NZ,O
, laagiza ,VV,O
,yalagati ,NP,O
,gallassa,NP,O
, loohiso ,NC,O
,immidi ,NN,O
,anjissides,NN,O
,. ,PUN,O
Sentence,Taappe ,PU,O
,aaththidi ,PU,O
,ba ,NN,O
,aawa ,NN,O
,woykko,AJ,O
, ba ,NZ,O
,aayo ,VV,O
,siiqizadey ,VV,O
,taas,NN,O
, gidanas ,NN,O
,bessenna,AJ,O
,. ,PUN,O
Sentence,Taappe ,VV,O
,aaththidi ,NP,O
,ba ,NP,O
,attuma ,NC,O
,naa,NN,O
, woykko,NN,O
,maca ,NN,O
,naa ,PU,O
,siiqizadey,NN,O
, taas ,NN,O
,gidanas ,NN,O
,bessenna,AJ,O
,. ,PUN,O
Sentence,Ba,VV,O
, masqale,VV,O
, tookkidi ,NN,O
,tana ,NN,O
,kaallonta ,AJ,O
,asi ,NZ,O
,taas,VV,O
, gidanas ,NP,O
,bessenna,NP,O
,.   ,PUN,O
Sentence,Ba ,NN,O
,shempo ,NN,O
,aashshanas ,NN,O
,koyizadey,NN,O
, dhaysses,NN,O
,ba ,AJ,O
,shempo ,NZ,O
,ta ,VV,O
,gish ,VV,O
,aaththi ,NN,O
,immizadey,NN,O
, ashshees,AJ,O
,. ,PUN,O
Sentence,Intena ,VV,O
,mokki,NP,O
, ekizadey ,NP,O
,tanakka ,NC,O
,mokki ,NN,O
,ekkees,NN,O
,.,PUN,O
Sentence, Tana ,PU,O
,mokki,PU,O
, ekkizadey ,NN,O
,tana ,NN,O
,kiittidadekka ,AJ,O
,mokki,NZ,O
, ekkees,VV,O
,.  ,PUN,O
Sentence,Issi ,NN,O
,nabe ,NN,O
,nabetethan ,AJ,O
,mokki ,NZ,O
,ekkizadey ,VV,O
,he ,NP,O
,nabeza ,NP,O
,waaga ,NC,O
,demmana,NN,O
,. ,PUN,O
Sentence,Xillo ,NN,O
,as ,PU,O
,iza ,NN,O
,xillotetha,NN,O
, gish ,NN,O
,mokki ,AJ,O
,ekkikko ,NZ,O
,he ,VV,O
,xilloza ,VV,O
,waaga ,NN,O
,ekkana,NN,O
,.,PUN,O
Sentence,Hessa,NZ,O
, gish ,VV,O
,ta ,NP,O
,intes ,NP,O
,tumu ,NC,O
,gays,NN,O
, oonikka ,NN,O
,hayta ,NN,O
,guuthatappe ,NN,O
,tana ,NN,O
,kaallizade ,AJ,O
,gidida ,NZ,O
,gish ,VV,O
,issi ,VV,O
,xu'a ,NN,O
,irxa ,NN,O
,haath ,AJ,O
,ushshikko ,NZ,O
,hinniska ,VV,O
,waagay ,NP,O
,dhayenna,NP,O
,gides,NC,O
,.,PUN,O
Sentence,Xammaqiza ,NN,O
,Yohannisi(PER),NN,I-PER
, kiittida ,PU,O
,asata,PU,O
,Yesusikka(PER) ,NN,I-PER
,bana ,NN,O
,kaalliza ,AJ,O
,tammanne ,NZ,O
,nam'u ,VV,O
,asatas,VV,O
, azazo ,NN,O
,immi ,NN,O
,wursidappe ,AJ,O
,guye ,NZ,O
,tamarsanassinne ,VV,O
,sabakanas ,NP,O
,Galilan ,NP,O
,diza ,NC,O
,katamata ,NN,O
,bides,NN,O
,.,PUN,O
Sentence,Yohannisi(PER) ,PU,B-PER
,qasho ,NN,O
,keeththan ,NN,O
,dishe ,NN,O
,Kirstoosas ,AJ,O
,ooththiza ,NZ,O
,hanota ,VV,O
,siydi ,VV,O
,bana ,NN,O
,kaallizayta ,NN,O
,izakko ,AJ,O
,yeddidi ,NZ,O
,Asi ,VV,O
,ashshizaddey ,NP,O
,yaana ,NP,O
,geetettiday ,NC,O
,neneyee ,NN,O
,Hara ,NN,O
,naaginoo,NN,O
,giidi ,NN,O
,oychides,NN,O
,.,PUN,O
Sentence,Yesusikka(PER) ,NZ,B-PER
,zaaridi ,VV,O
,Biidi,VV,O
, inte ,NN,O
,sidayssanne ,NN,O
,inte ,AJ,O
,beyidayssa ,NZ,O
,Yohannisas(PER) ,VV,I-PER
,yootite,NN,O
,.,PUN,O
Sentence,Qooqeti,AJ,O
, xeellettes,NZ,O
,wobeti,VV,O
, hammutettes,VV,O
,inchracha ,NN,O
,hargizayti,NN,O
, paxettes ,AJ,O
,tulleti ,NZ,O
,siyettes ,VV,O
,hayqidayti ,NP,O
,hayqoppe ,NP,O
,paxi ,NC,O
,dendettes,NN,O
, manqotas ,NN,O
,Mishiraachcho ,NN,O
,qaalay,PU,O
, yootettes,PU,O
,.,PUN,O
Sentence,Tanan ,NN,O
,dhuphetontadey ,AJ,O
,anjettidade ,NZ,O
,gides,VV,O
,.,PUN,O
Sentence,Yohannisa(PER) ,NN,B-PER
,kaallizayti,NN,O
, bidappe ,AJ,O
,guye ,NZ,O
,Yesusikka(PER) ,VV,I-PER
,asas ,NP,O
,Yohannisa(PER) ,NP,I-PER
,gish ,NC,O
,Ay ,NN,O
,beyanas ,NN,O
,duge ,NN,O
,bazzo ,PU,O
,bidetii ,NN,O
,Carkoy ,NN,O
,qaathiza ,NN,O
,shomboqo ,AJ,O
,beyanas,NZ,O
, yidetii ,VV,O
,Woykko,VV,O
, ay ,NN,O
,beyanas,NN,O
, kezidetii ,AJ,O
,Lo'o ,NZ,O
,may'o ,VV,O
,may'idi ,NP,O
,lo'i ,NP,O
,uttidade ,NC,O
,beyana ,NN,O
,yidetii,NN,O
, Lo'o ,NN,O
,may'o ,NN,O
,may'idi ,NN,O
,lo'izayti ,AJ,O
,kawota ,NZ,O
,keeththan ,VV,O
,deettes,VV,O
,. ,PUN,O
Sentence,Histin ,NN,O
,ay ,AJ,O
,beyana ,NZ,O
,kezidetii ,VV,O
,Nabe,NP,O
, beyana ,NP,O
,kezidetii ,NC,O
,Ee,NN,O
, ta ,NN,O
,intes,NN,O
, gays ,PU,O
,nabeppe ,PU,O
,aadhdhizayssa ,NN,O
,beyanassa,NN,O
,.,PUN,O
Sentence,Waacca (LOC) ,NZ,B-LOC
,kataman (LOC) ,VV,I-LOC
,haathe ,VV,O
,go'ettizayta ,NN,O
,taybo ,NN,O
,haathe ,AJ,O
,shiishora ,NZ,O
,geedarishin ,VV,O
,gidonttaysas ,NP,O
,shiisho ,NP,O
,meto ,NC,O
,medhettidaysa ,NN,O
,yootidayti ,NN,O
,daanna (PER),NN,I-PER
, Dawitey (PER) ,PU,I-PER
,hayssape ,NN,O
,sinthe ,NN,O
,aaho ,NN,O
,katama ,AJ,O
,dere ,NZ,O
,assa,VV,O
, haathe ,VV,O
,koshsha ,NN,O
,kunththiza,NN,O
, haathe ,AJ,O
,yafara ,NZ,O
,oge ,VV,O
,ootho ,NP,O
,gaasson ,NP,O
,qanxxettidaysas,NN,O
, go'appe ,NN,O
,kare ,AJ,O
,gididaysas ,NZ,O
,dere ,VV,O
,assay ,VV,O
,metos ,NN,O
,gakkidaysa,NN,O
, malatida,AJ,O
,.,PUN,O
Sentence,Worada (LOC) ,VV,B-LOC
,ayso ,NP,O
,aaway ,NP,O
,daanna (PER) ,NC,I-PER
,Gezahegn (PER),NN,I-PER
, Gamoy (PER) ,NN,I-PER
,dhdhoqa ,NN,O
,ushsha ,PU,O
,haathe ,PU,O
,shiisho ,NN,O
,metoy ,NN,O
,medhettana,AJ,O
, danda'iday ,NZ,O
,xomppe ,VV,O
,qanxeretetha ,VV,O
,meto,NN,O
, gididaysas ,NN,O
,ha'i ,AJ,O
,xomppe ,NZ,O
,wolqqan ,VV,O
,ooththiza ,NP,O
,haatha ,NP,O
,jeneretere ,NC,O
,wolqqan ,NN,O
,oothanaas ,NN,O
,giigethan,NN,O
, doos,PU,O
, gida ,NN,O
,oda (PER) ,NN,I-PER
,Mengistu (PER) ,NN,I-PER
,Tarikuy (PER) ,AJ,I-PER
,gaththides,NZ,O
,.,PUN,O
Sentence,Macca ,VV,O
,tamaareti ,NN,O
,be ,NN,O
,timirtten ,AJ,O
,adefara ,NZ,O
,gina ,VV,O
,lo'o ,NP,O
,muuruta ,NP,O
,ehan ,NC,O
,amala ,NN,O
,dumma ,NN,O
,maadoy ,NN,O
,timirtte ,NN,O
,keethan (ORG) ,NN,I-ORG
,oothettizaysa ,AJ,O
,konso (LOC) ,NZ,I-LOC
,woradan (LOC),VV,I-LOC
, karaat (LOC),VV,I-LOC
, nam'ntho,NN,O
,deeththanne (ORG) ,NN,I-ORG
,giigetetha ,AJ,O
,timirtte (ORG) ,NZ,I-ORG
,keetha (ORG) ,VV,I-ORG
,macca,NP,O
, tamaareti (PER) ,NP,I-PER
,qonccissida,NC,O
,. ,PUN,O
Sentence,Timirtte,NN,O
,keethay (ORG) ,NN,I-PER
,maccata ,PU,O
,abbesanaas ,PU,O
,dethan ,NN,O
,shaakkidi,NN,O
, duuma ,AJ,O
,maado ,NZ,O
,oothon ,VV,O
,dizaysa ,VV,O
,qonccissides,NN,O
,. ,PUN,O
Sentence,Karaat (LOC) ,AJ,I-LOC
,man'antho,NZ,O
,deeththanne (ORG),VV,I-ORG
, giigetetha ,NP,O
,timirtte ,NP,O
,keethay (ORG) ,NC,I-ORG
,hayssape ,NN,O
,sinthe ,NN,O
,daro ,NN,O
,macca ,PU,O
,tamaareti,NN,O
, dhoqa,NN,O
, timirtte ,NN,O
,eqotas ,AJ,O
,gaththidaysa,NZ,O
, gidishin ,VV,O
,halaytha ,VV,O
,timirten ,NN,O
,macca ,NN,O
,tamaretti ,AJ,O
,addetara ,NZ,O
,gina ,VV,O
,ooththanas ,NP,O
,xetappe ,NP,O
,bollara,NC,O
, ekkidi ,NN,O
,tamarson ,NN,O
,dizaysa ,NN,O
,qoodimaagati,NN,O
, bessettes,NN,O
,.,PUN,O
Sentence,Timirtte ,NZ,O
,keethan,VV,O
, nuhaasa7issida ,VV,O
,maca,NN,O
, tamaaretappe ,NN,O
,tamutho,AJ,O
,kifile ,NZ,O
,tamaare ,VV,O
,Zenebech ,NP,O
,Sintayehu ,NP,O
,issiniyoko,NC,O
,.,PUN,O
Sentence,Tamaariyaka,NN,O
, Timirtte,NN,O
, keethan (ORG) ,PU,I-ORG
,astamaareti ,PU,O
,macca ,NN,O
,tamaareta ,NN,O
,hara ,AJ,O
,fereqan,NZ,O
, xeysidi ,VV,O
,maado ,VV,O
,oothon,NN,O
, lo'o ,NN,O
,muuruta ,AJ,O
,ehanaas ,NZ,O
,maaddizaysa,VV,O
, qonccissadus,NP,O
,.,PUN,O
Sentence,Hara ,NC,O
,tamuntho ,NN,O
,kifile ,NN,O
,tamaare (PER) ,NN,I-PER
,Tarikuwa (PER) ,PU,I-PER
,Terefey (PER) ,NN,I-PER
,be ,NN,O
,Timirtte ,NN,O
,keethan ,AJ,O
,macca,NZ,O
, tamaaretas ,VV,O
,maado ,VV,O
,oothanaas ,NN,O
,astamaareti ,NN,O
,Timirtte ,AJ,O
,keethan (ORG) ,NZ,I-ORG
,shaakettidi ,VV,O
,guxxes ,NP,O
,gishin ,NP,O
,saamintan ,NC,O
,gallassa ,NN,O
,miniso,NN,O
,guja ,NN,O
,timirtte ,NN,O
,imon ,NN,O
,addetara ,AJ,O
,gina ,NZ,O
,muuruta ,VV,O
,ehanaas ,VV,O
,maadon,NN,O
, deettes ,NN,O
,gadus,AJ,O
,.,PUN,O
Sentence,Timirtte,VV,O
, keethan(ORG),NP,I-ORG
, akkadamike ,NP,O
,wudeta ,NC,O
,kaalo ,NN,O
,kaappo,NN,O
, kuse ,NN,O
,ciloy ,PU,O
,Timirtte ,PU,O
,keethay ,NN,O
,maca ,NN,O
,tamaareti,AJ,O
, lo'o ,NZ,O
,muuruta,VV,O
, ehana ,VV,O
,mala ,NN,O
,oothettidayssas ,NN,O
,xeetuppe ,AJ,O
,ehidi ,NZ,O
,tamuntho,VV,O
, kifilen ,NP,O
,tamaariza ,NP,O
,macca ,NC,O
,tamaareta,NN,O
, gididaysa ,NN,O
,erissida ,NN,O
,gishe ,PU,O
,oda (PER),NN,B-PER
,  Abebe (PER) ,NN,I-PER
, Daabay (PER) ,NN,I-PER
, gaththides,AJ,O
,.,PUN,O
Sentence,Eretetha ,VV,O
,guuxora ,VV,O
,oykettida ,NN,O
,metoti,NN,O
, birshshettontayssas ,AJ,O
,daramaalo (LOC) ,NZ,I-LOC
,woreda (LOC),VV,I-LOC
, oomo (ORG) ,NP,I-ORG
,maykirofaynanse (ORG) ,NP,I-ORG
,tashe ,NC,O
,xiffate ,NN,O
,keethay (ORG) ,NN,I-ORG
,Layta,NN,O
,aadhdhida,NN,O
, aginan ,NN,O
,qaaxettida ,AJ,O
,gina ,NZ,O
,muurta ,VV,O
,mazgabiso,VV,O
, danda'ontaysa ,NN,O
,erissides,NN,O
,.,PUN,O
Sentence,Hayssan ,NZ,O
,adhshida  ,VV,O
,aginan,NP,O
, eqotay ,NP,O
,gaggason ,NC,O
,gido ,NN,O
,tal'e ,NN,O
,imon ,NN,O
,ziqqa,PU,O
, ootho ,PU,O
,mazgabissikoka ,NN,O
,attida ,NN,O
,aginan,AJ,O
, giigissi ,NZ,O
,oothanaas ,VV,O
,qaanxon ,VV,O
,dizaysi ,NN,O
,malatettides,NN,O
,.,PUN,O
Sentence,Eqotay ,NZ,O
,Ziqqa,VV,O
, ikkonoome ,NP,O
,detha ,NP,O
,bolla ,NC,O
,diza ,NN,O
,dere ,NN,O
,asa (PER),NN,I-PER
, kifiletas ,PU,O
,tal'e ,NN,O
,injeson ,NN,O
,dumma ,NN,O
,dumma ,AJ,O
,ootho ,NZ,O
,macaratan,VV,O
, oththidi,VV,O
, go'ettana ,NN,O
,mala ,NN,O
,ooththidaysan,AJ,O
, daro ,NZ,O
,dere ,VV,O
,kifileta ,NP,O
,deththa ,NP,O
,laameto ,NC,O
,dan7idaysa ,NN,O
,eqotappe ,NN,O
,demmida ,NN,O
,qoodimaagay ,NN,O
,besses,NN,O
,.,PUN,O
Sentence,Hayssappe ,NZ,O
,dendidi,VV,O
, eqotay  ,VV,O
,aadhdhida ,NN,O
,udufun,NN,O
,aginatan ,AJ,O
,dumma ,NZ,O
,dumma,VV,O
, yaameti ,NP,O
,oydu,NP,O
,cachcha,NC,O
, uspun,NN,O
,miloone ,NN,O
,bira,NN,O
, gaggason,PU,O
, oyddu,PU,O
,cachcha ,NN,O
,heezu,NN,O
,bira ,AJ,O
,tal'e ,NZ,O
,immidaysa,VV,O
, Daramalo(LOC) ,VV,I-LOC
,woreda(LOC) ,NN,I-LOC
,oomo(LOC),NN,I-LOC
, maykiro(ORG),AJ,I-ORG
, faynanse(ORG) ,NZ,I-ORG
,tashe ,VV,O
,ootho ,NP,O
,kaaleththizayti ,NP,O
,daanna(PER),NC,I-PER
, Messay(PER)  ,NN,I-PER
,Meri7idey (PER)  ,NN,I-PER
,erissides,NN,O
,.,PUN,O
Sentence,Gidikoka ,NN,O
,gaggasonne ,NN,O
,tal'e ,NN,O
,go7etetha ,AJ,O
,oothao ,NZ,O
,poloy ,VV,O
,oyketida ,NN,O
,halchora ,NN,O
,geedarettishin ,AJ,O
,ziqqa ,NZ,O
,gididaysa ,VV,O
,ootho ,VV,O
,kaaleththizayti ,NN,O
,gujjida,NN,O
,.,PUN,O
Sentence,Maccatanee,NZ,O
, qeeri ,VV,O
,nayta ,NP,O
,bolla ,NP,O
,gakiza ,NC,O
,daba ,NN,O
,qohata,NN,O
, firde ,NN,O
,keethay,PU,O
, wudettidi ,PU,O
,qaaxxiza ,NN,O
,wudatappe ,NN,O
,issia ,AJ,O
,gididaysa ,NZ,O
,qonccissidayti ,VV,O
,ArbaMince(LOC) ,VV,I-LOC
,Katama(LOC) ,NN,I-LOC
,koyro ,NN,O
,detha ,AJ,O
,firde,NZ,O
, keetha(ORG) ,VV,I-ORG
,prezidantey(PER)  ,NP,I-PER
,daanna(PER)  ,NP,I-PER
,Alemayehu(PER)  ,NC,I-PER
,Altayey(PER)  ,NN,I-PER
,ha'i ,NN,O
,wode,NN,O
, teknolooje ,PU,O
,go7ettidi,NN,O
, qoodimaaga ,NN,O
,oyththa ,NN,O
,woga ,AJ,O
,ha'i ,NZ,O
,wodeysa ,VV,O
,oothon ,VV,O
,dizaysa,NN,O
, yootida,NN,O
,.,PUN,O
Sentence,Firde ,NZ,O
,keethay (ORG),VV,I-ORG
, fitabere (ORG) ,NP,I-ORG
,wudeta ,NP,O
,addape ,NC,O
,soo ,NN,O
,asara ,NN,O
,oykettidi ,NN,O
,medhetiza ,NN,O
,metota ,NN,O
,shilota ,AJ,O
,shaakkidi ,NZ,O
,eqon ,VV,O
,oothon ,VV,O
,dizaysa,NN,O
, prezidantey (PER) ,NN,I-PER
,qonccissidi,AJ,O
, wussane ,NZ,O
,gam'oy ,VV,O
,medhettonta ,NP,O
,mala ,NP,O
,wudettidi ,NC,O
,ooththizaysa ,NN,O
,yootida,NN,O
, gishe ,NN,O
,oda ,PU,O
,ArbaMince(LOC) ,PU,I-LOC
,Katama(LOC) ,NN,I-LOC
,ayso ,NN,O
,dere ,AJ,O
,asa ,NZ,O
,gaageteththa ,VV,O
,xiffate ,VV,O
,keethay(ORG) ,NN,I-ORG
,gaththides,NN,O
,. ,AJ,O
,DaraMaalo (LOC),NZ,I-LOC
,woradan (LOC) ,VV,I-LOC
,higgeppe ,NP,O
,kare ,NP,O
,gidida,NC,O
, zal'e ,NN,O
,kaaloy ,NN,O
,minni ,NN,O
,bizayssa ,PU,O
,woreda (LOC),NN,I-LOC
, zal'enne ,NN,O
,industure (ORG) ,NN,I-ORG
,xifate ,AJ,O
,keethay (ORG) ,NZ,I-ORG
,errissides,VV,I-ORG
,. ,PUN,O
Sentence,Worada (LOC) ,NN,B-LOC
,zal'nne,NN,O
, industure (ORG) ,AJ,I-ORG
,xifate ,NZ,O
,keetha (ORG) ,VV,I-ORG
,kaappoy (PER),NP,I-PER
, daanna (PER),NP,I-PER
, Alamusa (PER) ,NC,I-PER
,Adasoy (PER) ,NN,I-PER
,qonccissida ,NN,O
,mala ,NN,O
,higgeppe,NN,O
, kare ,NN,O
,gidida ,AJ,O
,zal'ey ,NZ,O
,dere ,VV,O
,ikkonoome,VV,O
, gilqissizayssanne ,NN,O
,duge ,NN,O
,woththizaytappe,AJ,O
, shammiza ,NZ,O
,dere,VV,O
, asati,NP,O
, giiga ,NP,O
,gaten ,NC,O
,gido ,NN,O
,geeshsha ,NN,O
,miishsheta ,NN,O
,demmi ,PU,O
,shammintta ,PU,O
,mala ,NN,O
,ooththizaysa ,NN,O
,yootida,AJ,O
,.,PUN,O
Sentence,Woreda (LOC) ,VV,B-LOC
,higgeppe,VV,O
, kare ,NN,O
,gididayta,NN,O
, kaallizayata ,AJ,O
,shiishshizayti ,NZ,O
,wudura (PER) ,VV,I-PER
,Tizita (PER) ,NP,I-PER
,Abrahamey (PER) ,NP,I-PER
,yootida ,NC,O
,mala ,NN,O
,dumma ,NN,O
,dumma ,NN,O
,miishshetara ,PU,O
,walakettida ,NN,O
,murutata ,NN,O
,giya ,NN,O
,ehidi ,AJ,O
,shammiza ,NZ,O
,dere ,VV,O
,asatassine ,VV,O
,goshshanchatasm,NN,O
,kataman,NN,O
, dizaytas,AJ,O
, bayzon ,NZ,O
,diza,VV,O
, zal'anchati ,NP,O
,dizaysa,NP,O
, yootida,NC,O
, gides,NN,O
,.,PUN,O
Sentence,Matoosi (PER) ,NN,B-PER
,Xafida ,AJ,O
,Nu ,NZ,O
,Goda (PER) ,VV,I-PER
,Yesus (PER),VV,I-PER
, Kirstoosa (PER) ,NN,I-PER
,Mishiraachcho ,NN,O
,Qaala,AJ,O
,Yesus (PER) ,NZ,I-PER
,Kirstoosa (PER) ,VV,I-PER
,yeletta,NP,O
, zarke,NP,O
, Dawute (PER) ,NC,I-PER
,naa,NN,O
,Abrahaame (PER) ,NN,I-PER
,naa ,NN,O
,gidida ,PU,O
,Yesus (PER) ,PU,I-PER
,Kirstoosa (PER)   ,NN,I-PER
,yeletetha ,NN,O
,zarkey ,AJ,O
,hayssafe,NZ,O
, kaallizayssa,VV,O
,Abrahaamey(PER) ,VV,I-PER
, Yisaaqa(PER)  ,NN,I-PER
,yelides,NN,O
, Yisaaqi(PER)  ,AJ,I-PER
,Yaqoobe(PER) ,NZ,I-PER
, yelides,VV,O
, Yaqoobey (PER) ,NP,I-PER
,Yuhudanne(PER),NP,I-PER
,  iza ,NC,O
,ishata(PER)  ,NN,I-PER
,yelides,NN,O
,Yuhuday(PER) ,NN,I-PER
, Timaarippe(PER) ,PU,I-PER
, Faareesanne(PER) ,NN,I-PER
, Zaara(PER)  ,NN,I-PER
,yelides,NN,I-PER
, Faareesay(PER),AJ,O
,  Esroome(PER)  ,NZ,I-PER
,yelides,VV,O
,Esroomey(PER) ,VV,I-PER
, Araame(PER) ,NN,I-PER
, yelides,NN,O
,Araamey(PER) ,AJ,I-PER
, Aminadabe(PER) ,NZ,I-PER
, yelides,VV,O
,Aminadabey(PER) ,NP,I-PER
, Ne'asoone(PER)  ,NP,I-PER
,yelides,NC,O
,Ne7asooney(PER) ,NN,I-PER
, Salomoone(PER)  ,NN,I-PER
,yelides,NN,O
, Salomoonka(PER) ,NN,I-PER
, Bo7eeze(PER)  ,NN,I-PER
,Era7aabippe (PER) ,AJ,I-PER
, yelides,NZ,O
, Bo7eezey(PER) ,VV,I-PER
,Urutippe(PER) ,VV,I-PER
, Iyoobeede(PER) ,NN,I-PER
, yelides,NN,O
, Iyoobeedey(PER)  ,AJ,I-PER
,Isseye(PER) ,NZ,I-PER
, yelides,VV,I-PER
,Isseyey(PER) ,NP,I-PER
,kawo(PER),NP,I-PER
, Dawute(PER) ,NC,I-PER
, yelides,NN,O
,Dawutey(PER)  ,NN,I-PER
,Ooriyo(PER)  ,NN,I-PER
,macheyfe(PER)  ,PU,I-PER
,Solomoone(PER) ,PU,I-PER
, yelides,NN,O
,.,PUN,O
Sentence, Solomoonka(PER)  ,AJ,B-PER
,Robi'aame(PER) ,NZ,I-PER
, yelides,VV,O
,Robi'amey(PER)  ,VV,I-PER
,Abbiya(PER)  ,NN,I-PER
,yelides,NN,O
, Abbiyayka(PER) ,AJ,I-PER
, Aasafe(PER)  ,NZ,I-PER
,yelides,NN,O
, Aasafey(PER) ,NN,I-PER
, Yoosapixe(PER)  ,AJ,I-PER
,yelides,NZ,O
,Yoosapixey(PER)  ,VV,I-PER
,Iyooraame(PER),VV,I-PER
,  yelides,NN,O
, Iyooraamey(PER),NN,I-PER
,  Ooziya(PER)  ,AJ,I-PER
,yelides,NZ,O
,Ooziyaney(PER) ,VV,I-PER
, Iyoo'aatame(PER)  ,NP,I-PER
,yelides,NP,O
, Iyoo'aatamey(PER)  ,NC,I-PER
,Akaze(PER)  ,NN,I-PER
,yelides,NN,O
,Akazey(PER)  ,NN,I-PER
,Hiziqaase(PER) ,PU,I-PER
, yelides,PU,O
,Hiziqaasi(PER) ,NN,I-PER
, Minaase(PER)  ,NN,I-PER
,yelides,AJ,O
,Minaasey(PER) ,NZ,I-PER
, Amoxe(PER)  ,VV,I-PER
,yelides,VV,O
,Amoxeykka(PER),NN,I-PER
,  Yoosiyaasa(PER),NN,I-PER
,  yelides,AJ,O
,Yoosiyaasi(PER)  ,NZ,I-PER
,Babiloone(LOC) ,VV,I-LOC
,di'o,NP,O
, layth,NP,O
,konyaanenne(PER)   ,NC,I-PER
,iza,NN,O
, ishata(PER)  ,NN,I-PER
,yelides,NN,O
,.,PUN,O
Sentence,Babiloone(LOC) ,NN,B-LOC
,di'oppe ,NN,O
,guye ,NN,O
,Ikonyaaney(PER)  ,AJ,I-PER
,Salatiyaale(PER) ,NZ,I-PER
, yelides,VV,O
,alatiyaaleyka(PER)  ,VV,I-PER
,Zerubaabele(PER) ,NN,I-PER
, yelides,NN,O
,Zerubaabeley(PER)  ,AJ,I-PER
,Abiyoode(PER)  ,NZ,I-PER
,yelides,VV,O
, Abiyoodey(PER)  ,NP,I-PER
,Eliyaqeeme(PER) ,NP,I-PER
,yelides,NC,O
,Eliyaqeemey(PER) ,NN,I-PER
, Azaare(PER) ,NN,I-PER
, yelides,NN,O
, Azaarey(PER) ,NN,I-PER
, Saadooqe(PER),NN,I-PER
,  yelides,AJ,O
,Saadooqey(PER) ,NZ,I-PER
, Akime(PER)  ,VV,I-PER
,yelides,VV,O
, Akimeykka(PER),NN,I-PER
,  Eliyoode(PER) ,NN,I-PER
, yelides,AJ,O
, Eliyoodey(PER)  ,NZ,I-PER
,Alazaare(PER)  ,VV,I-PER
,yelides,NP,O
, Alazaarey(PER)  ,NP,I-PER
,Maataane(PER)  ,NC,I-PER
,yelides,NN,O
,Maataaney(PER) ,NN,I-PER
, Yaqoobe(PER)  ,NN,I-PER
,yelides,NN,O
,Yaqoobeyka(PER)  ,AJ,I-PER
,Kirstoosa(PER)  ,NZ,I-PER
,geetettidayssa ,VV,O
,Yesusa(PER)  ,VV,I-PER
,yelida ,NN,O
,Maaramo(PER)  ,NN,I-PER
,ekkana ,AJ,O
,giigissida ,NZ,O
,Yoosefe(PER)  ,VV,I-PER
,yelides,NP,O
,.,PUN,O
Sentence,Hessa ,NC,O
,gish ,NN,O
,Abrahaameppe(PER) ,NN,I-PER
,yiidi ,NN,O
,Dawute (PER),PU,I-PER
, gakkanaas ,PU,O
,tammanne ,NN,O
,oyddu ,NN,O
,yeleteth,AJ,O
,qasse ,NZ,O
,Dawuteppe (PER),VV,I-PER
, Babiloone,VV,O
, di'o ,NN,O
,wode ,NN,O
,gakkanaas ,AJ,O
,tammanne ,NZ,O
,oyddu ,VV,O
,yeleteth,NP,O
, Babiloone (LOC),NP,I-PER
, di7oppe ,NC,O
,Kirstoosa (PER) ,NN,I-PER
,yeleteth ,NN,O
,gakkanaas ,NN,O
,tammanne ,PU,O
,oyddu ,NN,O
,yeleteth ,NN,O
,gidees,NN,O
,.,PUN,O
Sentence,Quca (LOC) ,PU,B-LOC
,heera ,NN,O
,dere ,NN,O
